1024 10485
0 639 5.2342912831730235
0 641 4.494185561489854
0 642 4.0901092303657824
0 643 1.23586420166521
0 645 6.4854160125788916
0 646 1.4346404691049919
0 656 2.047770260333367
0 663 4.075159728335853
0 673 6.109478541593613
0 677 7.837154260698393
0 703 3.655472009378562
0 704 1.0472661457438337
0 711 4.92976699813796
0 735 6.947448674082139
0 736 9.511003122425107
0 769 3.0036822539554398
0 783 2.3681533597630122
0 786 0.8097341586806472
0 790 4.994836762090442
0 805 5.388939560674255
0 815 2.599167458807364
0 817 3.8103870096077
0 840 4.283628133637219
0 859 4.254967023466839
0 869 4.258204304159259
0 871 4.495476301378779
0 896 6.514382915456519
0 898 3.19788018928578
0 902 7.559891533969246
0 913 9.79065428685598
0 916 8.720730286467605
0 960 1.7205829425480856
0 968 2.4688725414160095
1 0 9.006024524488915
1 3 6.420440697382752
1 4 1.0682054985084077
1 8 2.496072106551881
1 10 9.591824715541726
1 12 4.034157616120932
1 16 0.7109267432888
1 21 7.077503302407788
1 22 6.267039408643276
1 23 2.985058725351719
1 24 6.351358023215563
1 32 4.531412737878819
1 34 2.6044738861970096
1 36 7.382303544877107
1 38 9.108598134091048
1 39 0.5090463008488955
1 41 9.24198911018006
1 52 5.346103665776733
1 54 8.456703720757641
1 55 7.063796244526066
1 63 9.505130805583637
1 66 5.212612883453072
1 67 5.408977721204902
1 79 7.46676507326859
1 80 8.89875534613724
1 82 4.297038840804505
1 95 9.048816511162848
1 112 1.325131227010834
1 129 7.628546156982209
1 132 9.691355745654626
1 138 1.5976858713901054
1 144 1.031960665740358
1 154 0.46096738620545197
1 160 1.2030563902306801
1 174 3.8341759632791894
1 181 5.765795709478068
1 195 3.125494828094726
1 201 8.364564321368832
1 256 0.8379287301507454
1 257 7.0842727998197
1 275 5.220074631419766
1 278 4.246926268186426
1 289 5.5562729654057295
1 305 0.8978818153774382
1 319 3.696973699799806
1 320 3.1216091004196764
1 349 9.95824256450097
1 391 8.131503608362124
1 394 1.9306253850661514
1 395 3.6538538949469803
1 401 3.737522852289139
1 433 5.560801763747618
1 451 4.182947699189832
1 452 8.21320974852534
1 457 2.8452278055607447
1 470 3.2670726250805773
1 486 2.692492136014036
1 488 0.24218266423428392
1 512 6.667366877253341
1 516 9.008698119222021
1 521 4.408990590732579
1 522 6.650929132383857
1 525 7.087076771974124
1 528 6.055608676367774
1 530 6.814991434865031
1 552 6.725276165702493
1 555 5.119128906245363
1 560 8.92804310212352
1 562 6.484221297592089
1 576 6.018322560375698
1 579 3.4810400995278243
1 591 1.4071105628093572
1 593 1.396176525661471
1 596 8.540058648232096
1 609 7.718120744658002
1 639 0.7492387951017088
1 641 6.802509600395595
1 650 8.394636697146053
1 657 6.372024870451262
1 687 3.769276071307207
1 703 2.1006869005886877
1 712 6.357178199979593
1 744 4.605604301029061
1 768 9.230059120974827
1 782 7.236702508822232
1 801 5.696886070308119
1 831 4.803283676059943
1 833 3.6000655807241086
1 840 6.469058753572128
1 853 1.669773423316786
1 913 5.532718177040957
1 924 5.952850269810814
1 960 3.1946809060470183
1 964 2.870917778975024
1 992 2.3801775291322813
2 0 5.396926066616977
2 1 2.6927763522435866
2 3 8.513997990320155
2 5 4.4665812576859505
2 6 7.743414071293767
2 7 8.523414395988715
2 8 9.462052043736627
2 9 4.224288496536639
2 10 0.07067691012432986
2 12 5.146570650814385
2 18 2.8534617751974265
2 20 3.102653326433291
2 23 1.970329622054594
2 24 2.3149126012609376
2 32 2.8526229882971545
2 33 1.5901112784784044
2 36 0.3035558882997591
2 38 8.462097565868747
2 40 0.17946057030945983
2 58 1.2842501065371859
2 63 0.16042387630385346
2 66 9.801592200374202
2 84 6.999640426921364
2 86 5.571891052452221
2 90 6.735417834934353
2 106 6.401995319043828
2 127 9.32472746161552
2 129 7.237040816337501
2 130 9.879895021476795
2 135 4.980191884227727
2 136 2.0297080989097127
2 137 6.96365503402451
2 141 7.001987894295509
2 143 4.480175439640367
2 151 2.774280616017829
2 169 3.5604148139705027
2 171 5.511918984116511
2 186 6.194219611267814
2 195 6.407627573449566
2 199 8.914006907962484
2 201 4.172256645544494
2 210 8.221485857859461
2 233 6.863506783629148
2 255 3.568898700222088
2 263 2.8744409618735114
2 264 3.270232614667561
2 267 3.642707202255685
2 270 7.997773733867868
2 272 8.192088418294404
2 274 9.745909352081831
2 275 3.2040476430039533
2 303 2.647376547580299
2 354 5.996763170797969
2 416 4.989009871618329
2 436 3.7577393324805755
2 453 3.2353831021543344
2 461 7.1764950382007155
2 481 6.856705475068021
2 513 0.5698658075002838
2 514 8.627930691823627
2 519 5.946459917766349
2 521 5.134477171992335
2 527 6.828778506586621
2 539 9.188506314787293
2 545 2.561893919735269
2 547 9.802797397078113
2 552 2.80000458589559
2 559 2.7101196678726414
2 560 6.62972125915669
2 570 8.555585126482603
2 595 2.330378703061097
2 615 3.4997720574583346
2 640 5.44808440367215
2 643 4.04874972990774
2 660 3.9219042353010147
2 672 6.236294245150171
2 690 0.3083526996543928
2 703 8.732744286330007
2 704 2.0506511230218094
2 712 7.995231654702661
2 713 0.1940282936216542
2 737 3.22703851123608
2 783 7.733667122294054
2 786 7.796240018114874
2 792 1.6270219183196954
2 824 8.224850174548394
2 832 9.827054699001458
2 899 1.0950675275952748
2 905 2.1796130854394913
2 917 4.993449254063673
2 919 2.3521149236502836
3 0 3.20425346780733
3 4 3.1793939874484423
3 11 3.2861443898572382
3 14 0.9857161674636938
3 16 8.006484297316419
3 17 5.984379575905132
3 20 0.9081695381011745
3 34 2.020405195388988
3 44 9.828298676173073
3 48 0.34190599300973346
3 56 8.618120681202083
3 61 0.24688851424884972
3 66 4.1233754667723925
3 81 3.7087316004496342
3 123 7.436935647095443
3 132 1.0427811310961455
3 160 4.498628196117372
3 173 0.5169709544970558
3 179 1.0882576840072256
3 207 0.3851155143164564
3 216 2.4196897686719376
3 219 8.694311972902337
3 234 8.717034802712888
3 260 3.2585676738183023
3 272 8.496179516805322
3 311 0.9978440305188307
3 313 6.029217297841383
3 328 3.6876389695383196
3 402 8.003253310754022
3 551 1.650516732589552
3 739 0.22248677338563838
3 767 2.9956757307099027
3 769 7.108100113887957
3 777 4.06302063059985
3 925 1.7262359094575297
3 963 7.4162721231208
3 983 5.402190008669776
3 998 9.56671476516195
4 0 9.612909295282035
4 1 1.2253803166591315
4 8 0.1715695138769613
4 9 8.280139604300384
4 10 2.881021484028735
4 16 3.369399887796374
4 20 3.198321030031307
4 28 2.760465948271731
4 35 2.874665076420225
4 40 5.342507732238868
4 44 7.911074006646439
4 46 6.938832021233631
4 52 0.47079147259869614
4 54 3.6939895366485276
4 60 9.254597321087303
4 63 0.4938555856780469
4 67 4.703176952377937
4 68 1.0791319888227613
4 70 8.166253170581669
4 71 9.107339245087632
4 77 0.3199552170267639
4 95 6.2327756066060775
4 102 2.2441110947944
4 103 0.7741598218004231
4 110 3.7291834530025145
4 116 1.2573909611742018
4 128 5.054472089761161
4 130 8.162346940555606
4 134 1.6237132777376329
4 136 6.794634829554555
4 138 6.925713553742133
4 139 8.943504533685486
4 141 6.717514531662701
4 144 3.112819523397523
4 159 5.84159115121615
4 164 7.562076639877155
4 175 2.9763697861313565
4 176 2.689658955842973
4 208 4.473075719441266
4 210 4.814477011475304
4 249 1.9401222709873078
4 256 4.369517241623587
4 257 3.57119452832644
4 259 2.463374656146551
4 260 0.49391319723163685
4 264 8.005340547973294
4 267 4.402878593773614
4 271 2.150459473295392
4 274 5.219772230828031
4 275 0.9719903228790927
4 279 8.96795301814206
4 325 3.4950553815547236
4 326 2.98141611790658
4 369 4.481495315978731
4 384 5.379796912085352
4 387 7.906163314318883
4 389 5.684325848100247
4 415 0.41267696684002875
4 439 9.279846062128717
4 448 1.6869583919447206
4 452 6.846534531366142
4 469 8.75799905061071
4 513 2.8862232173170854
4 515 8.373433777802935
4 517 2.4919539355615705
4 529 7.615670567183455
4 532 2.5338136164795353
4 535 5.019929618562418
4 536 4.268552467982673
4 544 6.711572031833479
4 581 6.454283676618027
4 609 8.437985148163218
4 623 6.886065239228415
4 639 4.281849863114915
4 640 1.7904473863433334
4 657 7.220567012337392
4 664 2.508163707604937
4 667 8.352813421980747
4 685 3.0265641083796613
4 703 1.025904147417126
4 704 2.3426269714128267
4 773 5.004628187093886
4 775 3.2252999569993723
4 785 2.8807503249635613
4 818 3.0409110693104813
4 839 6.480921212804178
4 877 1.0286103558138382
4 896 2.6678786040222544
4 897 1.8886228988018627
4 919 8.181742180928953
4 944 1.6952924616561593
4 959 7.948269787725234
4 978 1.9432396307626465
4 1013 8.935104324310517
5 1 2.893816678505522
5 16 5.869653870969125
5 17 7.103345496189524
5 22 1.545221922029889
5 37 1.162457230306222
5 39 4.274242733961317
5 42 0.8615014843967017
5 52 9.328593437282649
5 63 5.7727654619665145
5 68 4.970392223431986
5 77 9.90273766490261
5 81 2.1689931995101244
5 88 9.780601129588156
5 89 2.123583633074626
5 128 9.017342005098246
5 198 9.480389107484552
5 260 2.4501294264181106
5 261 1.1311751156557726
5 264 9.484988054827584
5 268 4.677312185530545
5 277 3.530504061985502
5 328 4.565086285088293
5 335 8.810002847845718
5 345 1.4270282382566268
5 354 7.516451492616444
5 383 2.390015896004307
5 396 0.8496847714889799
5 479 9.284104470715333
5 560 9.512380651745149
5 579 0.24946599029396666
5 593 6.122652690644128
5 607 4.987636617363523
5 657 0.8805376094046957
5 666 7.319385158425331
5 681 8.957311524986762
5 720 0.6262686197993328
5 721 7.5711735023028615
5 767 6.160597018566515
5 768 5.616700512581244
5 769 9.96355337209759
5 775 5.369667884115271
5 896 7.174258289043181
6 2 3.4088374871584515
6 3 3.436833892178759
6 5 5.348556431036932
6 8 7.426170841415666
6 15 4.891696767351426
6 16 5.416692642215644
6 20 5.899712224715979
6 21 6.829029664446643
6 25 7.508508953417989
6 32 5.949755002596076
6 48 6.843571518132121
6 66 8.950006460056397
6 103 4.770755436323646
6 123 9.636965137485758
6 127 0.6843689853535784
6 143 7.215744720273735
6 161 6.7339320324352165
6 192 4.03564158411552
6 232 6.760208775980234
6 255 9.126801890290341
6 259 1.442425930136153
6 273 6.7357946948726735
6 276 5.966811445458945
6 292 6.6962582859845385
6 325 6.901421299501752
6 383 1.8949378181493615
6 388 7.641916888264842
6 407 4.56285579248394
6 507 6.855566188011481
6 512 4.942495786428268
6 515 3.7126402203993694
6 518 1.2649467837520545
6 525 9.757561274772632
6 545 4.1491607750121995
6 560 4.517209266575335
6 561 3.342196644345634
6 577 2.0637913183409164
6 635 2.6952450265865546
6 640 5.260499600146968
6 645 6.192165710857445
6 680 1.397480012191572
6 715 2.3220380237405736
6 773 8.182203602157173
6 784 3.7664928387999677
6 799 1.1242152218360912
6 800 0.6132381696136546
6 820 8.688595011009191
6 936 2.29965014835246
6 961 3.082437442342857
7 6 0.2986943905680073
7 22 6.349645361180895
7 34 8.36514513261664
7 50 3.329272176800442
7 63 7.95810448186209
7 81 0.2847585438366107
7 104 5.58318571278662
7 113 6.470883292531102
7 156 2.901377202260723
7 320 3.2975726475980647
7 327 7.621214921292926
7 338 5.242230978046272
7 417 4.40381638651888
7 519 8.569023154232578
7 520 8.927296863296576
7 527 6.0395719672540285
7 577 0.3812503130626721
7 644 8.627726432993194
7 675 3.1793155179874932
7 687 1.8058531981671677
7 824 4.259191317054045
7 908 3.2723682392547673
7 943 0.0901468012940565
7 946 6.5631664321639835
8 0 0.22851113226410757
8 1 3.3151322299939023
8 2 4.55965314731046
8 4 7.463930734533309
8 5 7.997928954734404
8 7 1.8657808154452793
8 10 2.2463729562746537
8 17 5.321160196785374
8 18 6.898827789670721
8 21 5.79532122080508
8 32 8.289023756395117
8 33 5.790166421519
8 40 6.015526806311847
8 42 6.958941262553823
8 45 1.7248174339010391
8 48 8.26402036510235
8 49 0.5961673828433545
8 51 9.185961890680908
8 52 1.29231719447508
8 60 6.136477356095995
8 66 6.156184276243093
8 67 9.399184085577293
8 73 3.255382465384178
8 79 7.444540893483601
8 80 9.698096434609266
8 82 1.9227517684304363
8 83 8.574591737166736
8 88 6.16672767031049
8 95 2.131266414050045
8 101 2.278783481552349
8 103 8.263930002375261
8 105 6.011641063956214
8 107 7.271345947595713
8 119 7.630212689229906
8 127 5.831817911202123
8 128 8.481880666585443
8 135 7.574647978449221
8 139 6.717972215066174
8 141 9.796960417717912
8 144 2.3422795589597065
8 148 7.469989285963195
8 149 2.8873120000709407
8 152 8.878007506664376
8 156 6.987813338220185
8 159 9.332780445370751
8 160 2.978440118367447
8 167 0.8728126541815007
8 173 9.312294720376716
8 194 0.2999554759858314
8 202 3.9717636710783086
8 208 5.763179109883731
8 215 9.846969137512012
8 216 7.091380569013271
8 223 4.477131596269039
8 228 9.460533011183871
8 255 5.776201415971158
8 256 0.24292390293980892
8 258 4.267589817029656
8 260 8.756883246406604
8 264 0.23529362147280408
8 274 5.83642886633121
8 275 8.230210416376707
8 279 1.9606399155392173
8 289 4.598973487037096
8 301 5.658681224188947
8 303 0.2509459002705172
8 326 9.575048752002457
8 335 4.074863733680294
8 336 9.258983085543544
8 337 2.5716894394719114
8 341 3.828744965759089
8 344 0.4225723310469054
8 369 9.279668255299597
8 372 4.153637378453974
8 384 9.847082952855851
8 394 3.0169698076735516
8 400 6.332278524491647
8 405 5.300105971561294
8 409 0.7926538614223788
8 415 4.55570588546267
8 419 0.1636749896740619
8 420 6.297923697242721
8 435 7.670412362616924
8 437 2.104098371500116
8 447 6.689093072761503
8 448 3.405531310455847
8 449 9.068383046267668
8 452 6.672232661316938
8 466 9.257997396836084
8 484 9.987467029980106
8 512 9.745847014514196
8 548 8.252850677830054
8 559 8.200903278962837
8 576 3.240309896027803
8 580 2.098754436664737
8 583 1.4959401501325775
8 644 6.033468964086843
8 656 7.7603260097653814
8 658 5.273790847925696
8 663 6.026165466689969
8 672 1.610446088789801
8 704 9.302947899357672
8 803 2.699041578773116
8 836 6.104799204620749
8 840 7.853650037732462
8 851 9.968418308693906
8 864 3.924634691168969
8 881 1.2985460115151182
8 900 2.681883729440778
8 906 4.802957470556727
8 952 8.063085904207359
8 961 4.8213461034689455
9 0 6.292760007855655
9 8 6.432488316504928
9 13 8.736691497552707
9 25 2.3789650974502496
9 56 8.895297894105118
9 80 9.283739091504128
9 87 1.3770702128141454
9 96 1.7355629636457193
9 120 3.415854656332967
9 125 1.5096404646662132
9 127 5.7467729416484765
9 129 7.78775521460008
9 135 6.875981304810173
9 136 8.191328046290648
9 144 0.8869806133246416
9 176 5.422863857256194
9 203 2.3793397301938004
9 229 2.3895883128658113
9 258 3.556955782203625
9 304 8.824846028173713
9 310 7.319637828040123
9 313 2.3409718235126764
9 316 6.261101488044183
9 327 8.766511199234156
9 376 6.31928572471565
9 384 8.32057370840095
9 408 0.5678642778174925
9 511 1.3394919993553633
9 544 4.44729776841151
9 548 3.730648704039663
9 576 1.82207987700844
9 586 7.141471048682365
9 593 2.406357187494282
9 599 9.142816897238017
9 615 3.0962354056150754
9 724 9.411321374101503
10 3 3.2488391752593113
10 4 3.3460419629479867
10 16 9.751603960837326
10 22 4.577836094755321
10 24 8.385524581889506
10 25 9.124903807445065
10 32 9.255426276524057
10 44 3.3038929454123545
10 46 0.7452030565452128
10 63 5.728486911090762
10 95 6.622856548156064
10 97 3.6897286319618017
10 101 7.347506481144428
10 115 5.258038439934843
10 116 9.789552434037361
10 149 9.61674684216588
10 154 1.298190715017452
10 162 1.017713560137663
10 199 0.008226598337776059
10 200 8.24092768064118
10 211 3.3700229702487103
10 215 9.942157288550623
10 224 9.749263028159644
10 231 9.094127436058086
10 259 5.563217457062947
10 261 8.311862757282855
10 288 5.354781552227978
10 327 5.865055290069506
10 333 2.9203920293905252
10 343 9.722938241645126
10 344 8.521288789002869
10 371 8.693255511100519
10 384 8.122414306471516
10 516 9.839893037418113
10 517 8.122913679111313
10 535 8.194158720059546
10 545 2.832872516857765
10 552 6.181203763732145
10 576 4.950490058400536
10 577 3.151012977559229
10 587 0.15563249357223308
10 592 2.166122511484736
10 604 1.9785275712942862
10 615 9.139287213367025
10 641 1.103436116627271
10 643 8.119111318786537
10 655 4.288890316016949
10 656 3.5944307286043333
10 672 6.812127974471876
10 703 2.2332783590242187
10 714 9.911562975908987
10 737 4.115803974980929
10 768 8.734874131347288
10 897 6.557579694495849
10 918 0.4837020808339787
11 0 5.523921597324373
11 12 2.4337642520667346
11 17 3.8481083522195227
11 32 5.215380775822074
11 34 8.18949684778463
11 69 0.8559581352884615
11 128 3.1086082663830963
11 129 5.027261157067641
11 132 2.674392807891391
11 152 4.8918394445189906
11 247 4.787956131441381
11 261 5.2260756604219205
11 271 7.692662458157201
11 292 7.207511352756313
11 297 7.43258921857172
11 336 7.238845138341022
11 434 3.6669716318888512
11 448 2.567100127243479
11 461 0.21982961004064272
11 475 8.935982800254592
11 541 5.323206849370355
11 547 3.168593604644696
11 575 7.874111658728424
11 587 0.12202375069490734
11 609 9.653003751813662
11 640 8.78268471600676
11 720 1.5900279039053788
11 1010 6.547890546610749
12 1 2.2563030429890043
12 2 5.722173893090414
12 9 9.06226598215487
12 19 5.060742161420338
12 23 1.5133488341395296
12 32 3.903509311122899
12 33 5.170143111387723
12 34 4.034407219573674
12 36 7.21067549023095
12 40 7.445999267312957
12 44 0.7077420469626683
12 49 6.459778115376497
12 52 6.942020622895581
12 67 7.253206439106867
12 112 3.217601448405756
12 115 3.118913040433966
12 128 9.674601828557742
12 132 2.850207985518174
12 161 7.08699081171102
12 191 4.981081043980705
12 213 2.028229053822417
12 216 0.8599207523796348
12 226 3.5470324015916797
12 256 1.879512652300901
12 261 9.264088946446106
12 277 2.179338093666281
12 280 0.7115456838049228
12 295 4.154275567836036
12 304 7.341097974081122
12 305 0.9109328926648086
12 308 7.280514098832005
12 324 9.750973489144206
12 332 5.239864116016777
12 335 7.327613040979498
12 367 9.292161342347175
12 383 9.681788093226192
12 511 2.483273247891997
12 512 6.485032670246447
12 527 3.402802189363048
12 528 9.351465469897116
12 535 9.660313929412757
12 545 6.484326788507192
12 576 2.149661252542491
12 647 8.389488333386458
12 770 7.968616798867096
12 892 3.191714754547097
12 899 5.315638300524991
12 1016 3.929178791997815
13 1 6.970271538756702
13 2 4.889803229105317
13 7 9.91813330030598
13 8 8.551835544280506
13 20 9.904062969182114
13 29 3.1900637316785807
13 63 0.03996881450058276
13 84 0.41413854253183224
13 85 8.995755727884747
13 87 2.9529167129700893
13 131 5.358168343056753
13 160 4.118350423580679
13 161 8.650675947612555
13 175 0.33386959198334343
13 189 6.588370551575294
13 191 3.527895724081551
13 257 8.827092803400355
13 297 3.686739842648917
13 298 3.344600704829718
13 388 4.456604735686142
13 519 0.20934415420186925
13 524 5.130515767608866
13 557 6.368649275881811
13 603 6.967910661963257
13 631 5.730551264284097
13 656 3.240236858284952
13 672 7.942484432329015
13 715 7.389450080700895
13 800 5.796889950290782
14 0 0.29289997702303006
14 17 2.8950768637380655
14 68 1.8688141588674723
14 83 7.198147437283131
14 96 5.311720813215467
14 113 8.965940319094816
14 127 5.72864308719323
14 136 6.639638595932841
14 147 3.0304238140195716
14 151 3.1620501023756686
14 229 0.013366422989246063
14 287 2.547065843975491
14 304 5.620870337866753
14 314 2.9952295334813406
14 369 5.424494697882082
14 550 0.7072606939898529
14 578 7.527986876383474
14 580 0.27750590460514757
14 595 5.388081619589078
14 671 9.786906842898052
14 769 2.5079194121562844
14 772 6.58843472818884
14 776 0.1741301257840988
15 9 0.05254749448927343
15 16 7.889902645038973
15 25 1.6944238669807044
15 32 3.2438722260655495
15 79 6.408043868317664
15 132 0.27965903505936307
15 159 0.4889323230655984
15 255 9.015337982921528
15 317 0.6745023489545754
15 326 5.23662264022859
15 362 9.823683424219201
15 573 4.284823189923792
15 780 5.047738848602384
16 0 9.59403299645407
16 3 0.7282194182913992
16 4 8.56454112954329
16 5 8.051235793042645
16 8 2.708968728719452
16 10 4.116672500497632
16 12 4.0699534592707955
16 15 1.7853663069341519
16 17 6.522732217885579
16 19 0.8838435039338777
16 21 2.390139250947636
16 24 3.451407438926183
16 26 8.022971477767957
16 27 5.295451919035891
16 28 0.33872526603288766
16 30 2.424832235971992
16 31 0.5323213368012181
16 32 4.489722189242899
16 35 6.972973458614961
16 41 0.676838510367701
16 43 5.216982008509296
16 46 7.52819257860986
16 51 3.505636140287305
16 57 4.555106223648288
16 63 6.308021557962277
16 64 1.3686132402186157
16 67 0.8875871827604243
16 69 0.3972089264791845
16 71 0.32361477376759984
16 72 1.2157269632766954
16 98 1.832148105917547
16 99 1.3116712805595143
16 111 6.13166092409608
16 122 8.512929741808762
16 127 1.308265267695431
16 128 5.344349914686823
16 136 0.5401785275015081
16 144 8.941307311611531
16 148 4.850011119672438
16 159 8.93612200038266
16 160 5.6529776419072855
16 162 0.36815925712010533
16 193 0.6194196944317143
16 199 4.580974831086527
16 202 3.625984389128696
16 207 9.592055085688303
16 220 3.9210220429322318
16 243 2.1267698285239445
16 256 7.982065308844612
16 258 2.6937450934235176
16 265 4.486283908126153
16 266 0.37016489151384335
16 279 7.027367435425038
16 285 6.580675965906279
16 288 7.088655068546772
16 296 1.828113037337078
16 298 1.2108007352212014
16 307 8.557216861875949
16 319 9.090523385072828
16 326 8.128623765073357
16 364 5.642200503712705
16 368 5.235277587191969
16 372 9.379246203696662
16 383 5.944221623327114
16 384 6.334738848571004
16 385 7.724426937842153
16 386 7.595623513087939
16 393 3.198665912872066
16 411 0.22476076685341462
16 420 7.033710640172266
16 478 8.289461833175416
16 513 6.735632685550879
16 515 0.7763173094194531
16 516 6.703826152242173
16 517 1.4307785362884262
16 519 6.303823689542885
16 527 0.9046145941969375
16 532 6.91718831131841
16 540 8.736322464486083
16 544 1.980437662677077
16 559 5.548739492035525
16 575 8.817393626270633
16 583 8.066160960541515
16 585 9.140111462863517
16 592 3.4565415180982195
16 593 9.834744182778218
16 595 3.016781782159983
16 608 3.117359678613365
16 610 8.882416512044797
16 639 8.21250175645391
16 641 9.697080293131553
16 644 3.775637631347349
16 647 6.587471146810014
16 658 1.8659559855594066
16 708 8.39324317020256
16 768 5.587357238228099
16 780 9.464276289719082
16 793 9.892570874541462
16 801 8.097785425512082
16 808 3.819283063868153
16 814 3.083586480134243
16 870 0.281456295820518
16 909 4.942994464755629
16 928 4.402350174321031
16 972 2.7452689497073535
17 4 3.480851431009535
17 7 2.2728627600479734
17 10 9.524594943702187
17 12 5.185340937117546
17 21 8.665435300097865
17 32 0.6513850841250168
17 40 5.773182557726305
17 127 6.284418975779205
17 135 4.633524680263906
17 136 2.7388455106278755
17 137 1.8130552689353208
17 155 9.440384530634647
17 168 9.322366925008094
17 175 4.165673545761327
17 181 9.492246257833061
17 208 5.070504264956613
17 229 1.496162185410611
17 256 9.19811136476925
17 282 0.30206472931052164
17 289 1.587268727942901
17 302 1.8933146587505056
17 463 6.822097011060069
17 511 6.31805168735036
17 514 8.117703427742178
17 527 0.8297958076066247
17 530 4.9371099766403965
17 543 4.117406407707468
17 544 3.1604331908142766
17 548 9.550116219058221
17 594 6.85647084444223
17 595 2.307472447871446
17 613 3.449238998741082
17 639 1.6963084538523487
17 640 5.289190550013077
17 643 1.6505719171003053
17 667 5.705485692315461
17 715 6.199227935348675
17 770 2.9342748887758296
17 778 8.723820963892098
17 785 7.914537286072422
17 823 4.077932025712667
17 839 7.449512247389032
17 853 8.7399693855711
17 899 0.4690595440439427
17 986 9.244134346054269
18 1 4.572952113756827
18 9 3.398738146142394
18 12 2.177471518651325
18 17 6.02078669898674
18 20 3.68962798852414
18 24 4.88748478930453
18 33 4.174322862311754
18 55 2.612332199698162
18 67 4.894299034941217
18 77 7.781051527872749
18 81 6.841288646148609
18 102 8.884367454496191
18 127 9.706818261965749
18 128 3.790903625987382
18 131 1.1448894112883956
18 134 8.711328662880655
18 136 2.5738434153073655
18 159 8.808324049312745
18 258 9.242682034741538
18 261 3.4078160765613683
18 266 1.5813135151121738
18 284 9.617003438541902
18 288 9.279152377191531
18 327 8.445331039097333
18 346 7.495708905270419
18 353 2.0910528612298886
18 452 9.208035031093173
18 467 6.429073516454638
18 516 5.844785562816435
18 522 0.68535295911889
18 524 7.656746951571942
18 529 9.676970574668518
18 531 4.532130593490294
18 532 4.09617091672548
18 571 5.5300349932536985
18 575 3.0384312474263564
18 577 9.792961302555616
18 611 3.563688625890249
18 665 9.085842658723287
18 693 1.7917238621702092
18 745 6.377469263170477
18 822 9.384797704235355
18 898 8.10604863845051
18 959 4.348607017653409
18 1008 2.050431438563045
19 0 6.396600889186439
19 1 6.8698544696831405
19 2 9.39905369881654
19 8 0.9119884229727604
19 21 1.7281298854167793
19 63 9.3323422722562
19 76 9.618591959048036
19 128 2.0988595975006117
19 129 3.985830993872738
19 131 9.686323105015695
19 177 1.6717532022710424
19 196 6.784543033911005
